,지역,상호,주소,상표,전화번호,셀프여부,휘발유,경유,구
198,서울특별시,(주)유진주유소,서울 송파구 동남로 325 (오금동),SK에너지,02-406-3956,N,1588.0,1390.0,송파구
199,서울특별시,서울주유소,서울 송파구 문정로 153 (가락동),S-OIL,02-407-0708,N,1588.0,1388.0,송파구
200,서울특별시,송파주유소,서울 송파구 송이로 28 (송파동),GS칼텍스,02-2203-3737,N,1595.0,1395.0,송파구
201,서울특별시,가든파이브주유소,서울특별시 송파구 탄천동로 740 (장지동),GS칼텍스,02-409-5145,Y,1596.0,1395.0,송파구
202,서울특별시,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,02-409-2211,N,1598.0,1398.0,송파구
203,서울특별시,제트라인 DM주유소,서울 송파구 중대로 183 (가락동),현대오일뱅크,02-430-5151,N,1598.0,1398.0,송파구
204,서울특별시,SK네트웍스(주)송파셀프주유소,서울특별시 송파구  거마로 5 (거여동 26-1),SK에너지,02-409-9836,Y,1598.0,1398.0,송파구
205,서울특별시,완불주유소,서울 송파구 송파대로 3 (장지동),SK에너지,02-3402-2900,N,1625.0,1425.0,송파구
206,서울특별시,방이주유소,서울특별시 송파구  위례성대로12길 38 (방이동) 방이주유소,SK에너지,02-424-3051,N,1627.0,1427.0,송파구
207,서울특별시,올림픽셀프,서울 송파구 위례성대로 188 (오금동),SK에너지,02-448-9804,Y,1628.0,1428.0,송파구
208,서울특별시,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,02-2202-4050,Y,1668.0,1468.0,송파구
209,서울특별시,인광주유소,서울 송파구 송파대로 397 (석촌동),SK에너지,02-417-7111,N,1698.0,1539.0,송파구
210,서울특별시,서원주유소,서울 송파구 중대로 154 (가락동),SK에너지,02-402-5929,N,1698.0,1498.0,송파구
211,서울특별시,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),SK에너지,02-477-1906,N,1698.0,1518.0,송파구
212,서울특별시,(주)삼정석유,서울 송파구 백제고분로 252 (삼전동),GS칼텍스,02-412-5189,N,1725.0,1495.0,송파구
213,서울특별시,선우상사,서울 송파구 백제고분로 199 (삼전동),SK에너지,02-420-5101,N,1988.0,1798.0,송파구
214,서울특별시,서호주유소,서울특별시 양천구  남부순환로 317 (신월동),GS칼텍스,02-2602-5172,Y,1515.0,1410.0,양천구
215,서울특별시,가로공원주유소,서울특별시 양천구 가로공원로 165 (신월동),GS칼텍스,02-2695-3423,N,1515.0,1308.0,양천구
216,서울특별시,신신월주유소,서울특별시 양천구  신월로 193 (신월동),GS칼텍스,02-2601-7117,N,1515.0,1308.0,양천구
217,서울특별시,(주)블루에너지,서울특별시 양천구  중앙로 226 (신정동),SK에너지,02-2646-6212,Y,1515.0,1308.0,양천구
218,서울특별시,양천구주유소,서울 양천구 국회대로 275 (목동),알뜰주유소,02-2644-5105,Y,1516.0,1329.0,양천구
219,서울특별시,개나리(셀프주유소),서울 양천구 남부순환로 442 (신월동),SK에너지,02-2606-5189,Y,1519.0,1309.0,양천구
220,서울특별시,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,02-2608-9231,Y,1519.0,1309.0,양천구
221,서울특별시,형산석유(주)원주유소,서울 양천구 남부순환로 408,현대오일뱅크,02-2690-5837,N,1519.0,1309.0,양천구
222,서울특별시,지에스이앤알 직영 서울주유소,서울특별시 양천구 신정로 236 (신정동),GS칼텍스,02-2607-9478,N,1526.0,1319.0,양천구
223,서울특별시,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),현대오일뱅크,02-2648-4204,Y,1540.0,1333.0,양천구
224,서울특별시,대농self주유소,서울 양천구 중앙로 331 (신월동),SK에너지,02-2694-4966,Y,1545.0,1324.0,양천구
225,서울특별시,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),현대오일뱅크,02-2614-0047,N,1549.0,1345.0,양천구
226,서울특별시,건지주유소,서울특별시 양천구  안양천로 1171 (목동),GS칼텍스,02-2644-5108,Y,1550.0,1325.0,양천구
227,서울특별시,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,02-2654-5153,N,1555.0,1340.0,양천구
228,서울특별시,SK에너지(주) SKOK주유소,서울특별시 양천구  안양천로 1179 (목동),SK에너지,02-2653-5189,N,1560.0,1335.0,양천구
229,서울특별시,(주)토우앤개발 신정동주유소,서울특별시 양천구 안양천로 663 (신정동),현대오일뱅크,02-2651-5189,Y,1568.0,1358.0,양천구
230,서울특별시,남부,서울특별시 양천구  남부순환로 553 (신월동),SK에너지,02-2690-5001,Y,1568.0,1388.0,양천구
231,서울특별시,양정주유소,서울특별시 양천구 국회대로 158 (신정동),현대오일뱅크,02-2691-5185,N,1597.0,1396.0,양천구
232,서울특별시,SK네트웍스 신목동셀프주유소,서울특별시 양천구  신목로7길 11 (신정동),SK에너지,02-2642-5188,N,1597.0,1421.0,양천구
233,서울특별시,양천주유소(self),서울 양천구 목동로 17 (신정동),SK에너지,02-2643-2123,Y,1598.0,1398.0,양천구
234,서울특별시,신양주유소(SK),서울 양천구 지양로 67 (신월동),SK에너지,02-2608-3312,N,1629.0,1399.0,양천구
235,서울특별시,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),SK에너지,02-2693-4994,N,1629.0,1427.0,양천구
236,서울특별시,SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),SK에너지,02-2654-5145,N,1667.0,1479.0,양천구
237,서울특별시,평화주유소,서울 양천구 안양천로 657 (신정동),SK에너지,02-2647-2122,N,1827.0,1626.0,양천구
238,서울특별시,코리아,서울특별시 양천구  신목로7길 1 (신정동),SK에너지,02-2646-6121,N,1998.0,1723.0,양천구
239,서울특별시,수유동주유소,서울특별시 강북구  도봉로 395 (수유동),GS칼텍스,02-902-9470,Y,1507.0,1297.0,강북구
240,서울특별시,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),현대오일뱅크,02-992-3331,Y,1519.0,1319.0,강북구
241,서울특별시,(주)에프알엔디 직영 송정주유소,서울특별시 강북구 인수봉로 185 (수유동),SK에너지,02-993-5189,N,1519.0,1309.0,강북구
242,서울특별시,태창에너지 좋은기름주유소,서울특별시 강북구  덕릉로 158 (번동),S-OIL,02-989-9806,N,1519.0,1319.0,강북구
243,서울특별시,현대오일뱅크(주)직영 미아셀프주유소,서울특별시 강북구 도봉로 200 (미아동),현대오일뱅크,02-945-7999,Y,1519.0,1309.0,강북구
244,서울특별시,세종에너지 직영 세종주유소,서울특별시 강북구 삼양로 410 (수유동),S-OIL,02-907-5182,Y,1519.0,1309.0,강북구
245,서울특별시,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,02-907-6890,Y,1519.0,1319.0,강북구
246,서울특별시,지에스이앤알 직영 미아주유소,서울특별시 강북구  도봉로 122 (미아동),GS칼텍스,02-987-5152,Y,1519.0,1309.0,강북구
247,서울특별시,에덴주유소,서울 강북구 월계로 195 (번동),S-OIL,02-987-8182,N,1528.0,1318.0,강북구
248,서울특별시,새한주유소,서울특별시 강북구  도봉로 75 (미아동),SK에너지,02-985-4382,Y,1548.0,1368.0,강북구
249,서울특별시,대성석유(주)신광주유소,서울 강북구 삼양로 484 (수유동),GS칼텍스,02-908-3320,N,1559.0,1359.0,강북구
250,서울특별시,SK매일주유소,서울특별시 강북구  삼양로 217 (미아동),SK에너지,02-982-8855,Y,1568.0,1368.0,강북구
251,서울특별시,성락주유소,서울 영등포구 가마산로 414 (신길동),S-OIL,02-842-6148,Y,1498.0,1298.0,영등포구
252,서울특별시,(주)블루에너지,서울특별시 영등포구  가마산로 367 (대림동),SK에너지,02-843-5151,Y,1498.0,1298.0,영등포구
253,서울특별시,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),GS칼텍스,02-841-8780,N,1498.0,1298.0,영등포구
254,서울특별시,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),SK에너지,02-843-3900,Y,1508.0,1308.0,영등포구
255,서울특별시,(주)강서오일,서울 영등포구 도신로 151 (도림동),현대오일뱅크,02-832-1700,N,1509.0,1309.0,영등포구
256,서울특별시,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,02-835-8881,Y,1509.0,1309.0,영등포구
257,서울특별시,(주)MS주유소, 서울특별시 영등포구 대림로 230 (대림동),현대오일뱅크,02-849-5577,N,1509.0,1309.0,영등포구
258,서울특별시,신길주유소,서울특별시 영등포구 신길로 74 (신길동),GS칼텍스,02-833-1113,Y,1509.0,1309.0,영등포구
259,서울특별시,씨앤에스유통 한성주유소,서울특별시 영등포구  여의대방로 227 (신길동),S-OIL,02-849-5180,N,1525.0,1325.0,영등포구
260,서울특별시,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,070-7758-5189,N,1527.0,1337.0,영등포구
261,서울특별시,매봉주유소,서울 영등포구 도신로 248 (신길동),현대오일뱅크,02-836-8851,Y,1527.0,1337.0,영등포구
262,서울특별시,모드니주유소,서울 영등포구 경인로 789 (문래동3가),GS칼텍스,02-2637-7788,N,1538.0,1338.0,영등포구
263,서울특별시,sk여명주유소,서울특별시 영등포구  국회대로62길 7 (여의도동),SK에너지,02-782-5111,N,1544.0,1354.0,영등포구
264,서울특별시,SK네트웍스(주) 영등포행복SELF주유소,서울특별시 영등포구 선유로 114(양평동1가),SK에너지,02-2069-1045,Y,1548.0,1358.0,영등포구
265,서울특별시,보라주유소,서울특별시 영등포구  영등포로 399 (신길동),GS칼텍스,02-842-1155,N,1548.0,1357.0,영등포구
266,서울특별시,대일주유소,서울 영등포구 영등포로 168 (당산동1가),현대오일뱅크,02-2068-8700,N,1568.0,1369.0,영등포구
267,서울특별시,화일주유소,서울특별시 영등포구  도림로 415 (문래동2가),GS칼텍스,02-2633-5546,N,1568.0,1378.0,영등포구
268,서울특별시,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),GS칼텍스,02-2633-2716,Y,1568.0,1368.0,영등포구
269,서울특별시,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),SK에너지,02-843-0481,N,1569.0,1367.0,영등포구
270,서울특별시,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,02-2633-1013,Y,1578.0,1378.0,영등포구
271,서울특별시,SK네트웍스(주)직영기린주유소,서울 영등포구 선유로 270 (양평동4가),SK에너지,02-2671-5182,Y,1598.0,1398.0,영등포구
272,서울특별시,대영주유소,서울 영등포구 국회대로 632 (영등포동7가),GS칼텍스,02-2672-1152,Y,1640.0,1445.0,영등포구
273,서울특별시,양평주유소,서울 영등포구 양평로 141 (양평동5가),GS칼텍스,02-2671-5223,N,1640.0,1529.0,영등포구
274,서울특별시,선익개발영등포주유소,서울 영등포구 경인로114길 2 (영등포동1가),SK에너지,02-2678-1332,N,1699.0,1475.0,영등포구
275,서울특별시,한일주유소,서울 영등포구 도림로 486 (문래동3가),SK에너지,02-2679-1794,N,1745.0,1565.0,영등포구
276,서울특별시,대지주유소,서울 영등포구 영등포로 115 (당산동2가),SK에너지,02-2633-3545,N,1759.0,1559.0,영등포구
277,서울특별시,성원이앤에스(주)영등포지점,서울특별시 영등포구  국회대로52길 9-13 (영등포동7가),GS칼텍스,02-2635-7781,N,1797.0,1598.0,영등포구
278,서울특별시,남부(영등포),서울 영등포구 경인로 822 (영등포동),SK에너지,02-2678-0503,N,1798.0,1598.0,영등포구
279,서울특별시,국회대로주유소,서울특별시 영등포구  국회대로 746 (여의도동),GS칼텍스,02-761-5122,N,1812.0,1647.0,영등포구
280,서울특별시,SK네트웍스직영여의도주유소,서울 영등포구 의사당대로 154 (여의도동),SK에너지,02-780-3466,N,1849.0,1651.0,영등포구
281,서울특별시,KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),SK에너지,02-761-5101,N,1866.0,1646.0,영등포구
282,서울특별시,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),SK에너지,02-2634-5104,N,1870.0,1680.0,영등포구
283,서울특별시,SK네트윅스(주)윈윈주유소,서울 영등포구 가마산로 379 (대림동),SK에너지,02-847-5151,N,1870.0,1625.0,영등포구
284,서울특별시,SJ오일(주) 여의도주유소,서울특별시 영등포구  은행로 64 (여의도동) SJ오일(주) 여의도주유소,GS칼텍스,02-785-8201,N,1885.0,1685.0,영등포구
285,서울특별시,(주)한독모터스용산뉴타운주유소,서울 용산구 한강대로 48 (한강로3가),GS칼텍스,02-796-4635,N,1598.0,1398.0,용산구
286,서울특별시,용일주유소,서울특별시 용산구  한강대로 37 (한강로3가),GS칼텍스,02-793-7111,N,1628.0,1428.0,용산구
287,서울특별시,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),GS칼텍스,02-719-2202,N,1889.0,1688.0,용산구
288,서울특별시,수림석유 제3한강주유소,서울특별시 용산구  한남대로 45 (한남동),GS칼텍스,02-795-3180,N,1899.0,1769.0,용산구
289,서울특별시,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,02-701-9447,N,1899.0,1699.0,용산구
290,서울특별시,한국석유공업(주),서울 용산구 이촌로 164 (이촌동),SK에너지,02-799-3160,N,1922.0,1717.0,용산구
291,서울특별시,(주)남경주유소,서울 용산구 녹사평대로11길 24 (서빙고동),SK에너지,02-793-2954,N,1924.0,1763.0,용산구
292,서울특별시,동자동 주유소,서울 용산구 한강대로104길 6 (동자동),SK에너지,02-754-9843,N,1989.0,1789.0,용산구
293,서울특별시,서계주유소,서울특별시 용산구  청파로 367 (서계동),GS칼텍스,02-706-6485,N,1997.0,1789.0,용산구
294,서울특별시,소월길주유소,서울 용산구 소월로 66 (후암동),SK에너지,02-318-3314,N,1998.0,1798.0,용산구
295,서울특별시,에너비스,서울 용산구 한남대로21길 4 (한남동),SK에너지,02-795-8484,N,2118.0,1928.0,용산구
296,서울특별시,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,02-793-0162,N,2118.0,1928.0,용산구
297,서울특별시,흥국주유소,서울 용산구 한남대로 204 (한남동),SK에너지,02-795-0802,N,2133.0,1958.0,용산구
298,서울특별시,강변주유소,서울특별시 용산구  원효로 9 (청암동),SK에너지,02-712-7124,N,2136.0,1974.0,용산구
299,서울특별시,갈월동주유소,서울특별시 용산구  한강대로 322 (갈월동),SK에너지,02-754-5217,N,2136.0,1958.0,용산구
300,서울특별시,타이거주유소,서울 은평구 수색로 188 (증산동),SK에너지,02-309-9145,N,1494.0,1294.0,은평구
301,서울특별시,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),현대오일뱅크,02-374-8770,Y,1497.0,1297.0,은평구
302,서울특별시,수색뉴타운,서울특별시 은평구  수색로 350 (수색동),GS칼텍스,02-309-5051,Y,1512.0,1312.0,은평구
303,서울특별시,불광주유소,서울 은평구 연서로 314 (불광동),현대오일뱅크,02-382-5149,N,1524.0,1324.0,은평구
304,서울특별시,신사제일주유소,서울특별시 은평구  증산로 423 (신사동),GS칼텍스,02-308-4333,N,1524.0,1324.0,은평구
305,서울특별시,다회주유소,서울 은평구 증산로 441 (신사동),S-OIL,02-375-5156,Y,1524.0,1324.0,은평구
306,서울특별시,무궁화주유소,서울특별시 은평구 응암로 163 (응암동),SK에너지,02-304-5188,N,1527.0,1327.0,은평구
307,서울특별시,뉴타운셀프주유소,서울특별시 은평구  통일로 1031,S-OIL,02-355-3055,Y,1529.0,1329.0,은평구
308,서울특별시,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),SK에너지,02-355-0349,Y,1531.0,1334.0,은평구
309,서울특별시,성원이앤에스(주)은평지점,서울특별시 은평구 통일로 968 (진관동),GS칼텍스,02-352-4451,N,1531.0,1334.0,은평구
310,서울특별시,서부주유소,서울특별시 은평구 응암로 210 (응암동),GS칼텍스,02-302-6041,Y,1539.0,1339.0,은평구
311,서울특별시,박석고개주유소,서울 은평구 통일로 945 (갈현동),SK에너지,02-388-0477,Y,1543.0,1334.0,은평구
312,서울특별시,(주)에스지주유소,서울 은평구 증산로 371 (신사동),현대오일뱅크,02-304-5182,N,1548.0,1348.0,은평구
313,서울특별시,갈현주유소,서울 은평구 갈현로 197 (갈현동),현대오일뱅크,02-389-9005,N,1556.0,1345.0,은평구
314,서울특별시,녹번주유소,서울특별시 은평구  통일로 600 (녹번동),GS칼텍스,02-385-5002,N,1558.0,1352.0,은평구
315,서울특별시,대성산업(주)대성주유소,서울 은평구 통일로 642 (녹번동),GS칼텍스,02-355-3434,N,1558.0,1352.0,은평구
316,서울특별시,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),자가상표,02-384-4000,N,1598.0,1398.0,은평구
317,서울특별시,SK네트웍스(주)은평드림주유소, 서울특별시 은평구 통일로 1151 (진관동),SK에너지,02-354-5182,N,1599.0,1399.0,은평구
318,서울특별시,삼융주유소,서울 은평구 수색로 299 (수색동),SK에너지,02-307-3314,N,1798.0,1598.0,은평구
319,서울특별시,(주)지에스이앤알 평창주유소,서울특별시 종로구 평창문화로 135 (평창동),현대오일뱅크,02-391-5185,N,1639.0,1439.0,종로구
320,서울특별시,구도일주유소특종,서울특별시 종로구 평창문화로 90 (평창동),S-OIL,02-379-6524,N,1699.0,1499.0,종로구
321,서울특별시,자하문주유소,서울 종로구 자하문로 248 (부암동),SK에너지,02-396-5252,N,1890.0,1690.0,종로구
322,서울특별시,SK북악주유소,서울 종로구 평창문화로 137 (평창동),SK에너지,02-395-6500,N,1960.0,1760.0,종로구
323,서울특별시,(주)마봉 안풍주유소,서울특별시 종로구  자하문로 303 (홍지동),S-OIL,02-396-5055,N,1960.0,1760.0,종로구
324,서울특별시,경복궁주유소,서울 종로구 율곡로 6 (중학동),GS칼텍스,02-6016-6981,N,1998.0,1913.0,종로구
325,서울특별시,(주)중앙에너비스혜화주유소,서울 종로구 창경궁로35길 1 (혜화동),SK에너지,070-8707-4563,N,2118.0,1928.0,종로구
326,서울특별시,(주)대양씨앤씨,서울 종로구 사직로 65 (사직동),GS칼텍스,02-735-4858,N,2118.0,1926.0,종로구
327,서울특별시,재동주유소,서울특별시 종로구  율곡로 58 (경운동),SK에너지,02-732-3968,N,2124.0,1958.0,종로구
328,서울특별시,세화주유소,서울특별시 중구  왕십리로 403 (신당동),자가상표,02-2234-3451,N,1575.0,1338.0,중구
329,서울특별시,현대오일뱅크장원주유소,서울 중구 동호로 203 (신당동),현대오일뱅크,02-2236-2759,N,1758.0,1578.0,중구
330,서울특별시,화성주유소,서울특별시 중구  다산로 233 (무학동),S-OIL,02-2252-2210,N,1758.0,1568.0,중구
331,서울특별시,신당동주유소,서울 중구 다산로 242 (신당동),SK에너지,02-2252-6688,N,1948.0,1748.0,중구
332,서울특별시,SC(주) 역전주유소,서울특별시 중구  퇴계로 15 (남대문로5가),GS칼텍스,02-752-6880,N,1999.0,1947.0,중구
333,서울특별시,초동주유소,서울시 중구 마른내로 31 (초동),GS칼텍스,02-2266-6741,N,1999.0,1947.0,중구
334,서울특별시,약수주유소,서울 중구 다산로 173 (신당동),GS칼텍스,02-2252-3345,N,2097.0,1896.0,중구
335,서울특별시,주)중앙에너비스 퇴계로지점,서울특별시 중구  퇴계로 228 (필동2가),SK에너지,070-8707-4562,N,2118.0,1929.0,중구
336,서울특별시,필동주유소,서울특별시 중구  퇴계로 196 (필동2가),GS칼텍스,02-2267-8025,N,2119.0,1939.0,중구
337,서울특별시,통일주유소,서울 중구 동호로 296 (장충동2가),SK에너지,02-2285-5151,N,2126.0,1958.0,중구
338,서울특별시,서남주유소,서울 중구 통일로 30 (봉래동1가),SK에너지,02-752-2262,N,2143.0,1959.0,중구
339,서울특별시,장충주유소,서울 중구 장충단로 202 (장충동1가),SK에너지,02-2279-9965,N,2147.0,1968.0,중구
340,서울특별시,대양주유소,서울 중랑구 봉우재로 105 (상봉동),GS칼텍스,02-437-5457,N,1525.0,1320.0,중랑구
341,서울특별시,망우주유소(self),서울 중랑구 망우로 311 (상봉동),GS칼텍스,02-432-5145,Y,1525.0,1320.0,중랑구
342,서울특별시,우림주유소,서울 중랑구 용마산로 487 (망우동),GS칼텍스,02-433-9990,N,1525.0,1325.0,중랑구
343,서울특별시,오천만주유소,서울 중랑구 동일로 547 (면목동),알뜰주유소,070-7797-7474,N,1527.0,1319.0,중랑구
344,서울특별시,대원주유소,서울 중랑구 동일로 600 (면목동),GS칼텍스,02-438-6111,Y,1527.0,1325.0,중랑구
345,서울특별시,구도일주유소 동천,서울특별시 중랑구  동일로 654 (면목동),S-OIL,02-495-0081,N,1527.0,1325.0,중랑구
346,서울특별시,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),SK에너지,02-436-3651,Y,1528.0,1328.0,중랑구
347,서울특별시,현대오일뱅크(주)대창주유소,서울 중랑구 동일로 636 (면목동),현대오일뱅크,02-432-9200,N,1545.0,1335.0,중랑구
348,서울특별시,범아주유소(주),서울 중랑구 동일로 881 (묵동),S-OIL,02-974-8356,N,1549.0,1339.0,중랑구
349,서울특별시,용마로주유소,서울특별시 중랑구  용마산로 309 (면목동),SK에너지,02-439-3039,Y,1549.0,1339.0,중랑구
350,서울특별시,GS칼텍스직영소망주유소,서울특별시 중랑구  망우로 475 (망우동),GS칼텍스,02-494-0400,Y,1556.0,1345.0,중랑구
351,서울특별시,신내주유소,서울 중랑구 용마산로 705 (신내동),SK에너지,02-2207-0523,Y,1558.0,1349.0,중랑구
352,서울특별시,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),S-OIL,02-2207-9419,N,1559.0,1349.0,중랑구
353,서울특별시,중랑교,서울 중랑구 망우로 229 (중화동),SK에너지,02-493-0115,Y,1569.0,1349.0,중랑구
354,서울특별시,SK네트웍스(주)SELF상봉주유소,서울특별시 중랑구  망우로62길 8 (망우동),SK에너지,02-2208-2546,Y,1569.0,1349.0,중랑구
355,서울특별시,구도일주유소,서울 중랑구 망우로 170 (상봉동),S-OIL,02-438-5151,N,1569.0,1358.0,중랑구
356,서울특별시,면목주유소,서울 중랑구 동일로 627 (면목동),S-OIL,02-437-4072,N,1579.0,1369.0,중랑구
357,서울특별시,유성주유소(self),서울 중랑구 망우로 436 (망우동),현대오일뱅크,02-496-3000,Y,1619.0,1418.0,중랑구
358,서울특별시,강서오곡셀프주유소,서울특별시 강서구 벌말로 254 (오곡동),SK에너지,032-671-5186,Y,1505.0,1280.0,강서구
359,서울특별시,유턴주유소,서울특별시 강서구 남부순환로 57,알뜰주유소,02-2665-5047,N,1508.0,1308.0,강서구
360,서울특별시,방화주유소,서울 강서구 방화동로 58-2 (방화동),SK에너지,02-2662-0503,N,1514.0,1314.0,강서구
361,서울특별시,뉴신정주유소,서울특별시 강서구 곰달래로39길 10 (화곡동),알뜰주유소,02-2065-8832,N,1514.0,1307.0,강서구
362,서울특별시,화곡역주유소,서울특별시 강서구  강서로 154 (화곡동),알뜰주유소,02-2691-5151,N,1514.0,1316.0,강서구
363,서울특별시,목화주유소,서울특별시 강서구  국회대로 251 (화곡동),SK에너지,02-2654-4564,Y,1516.0,1337.0,강서구
364,서울특별시,경인고속주유소,서울특별시 강서구 국회대로 225 (화곡동),GS칼텍스,02-2608-5151,Y,1516.0,1329.0,강서구
365,서울특별시,대림에너지(주)덕양제6주유소,서울특별시 강서구  개화동로 422 (개화동),현대오일뱅크,02-2064-9256,Y,1517.0,1317.0,강서구
366,서울특별시,개화주유소,서울특별시 강서구  양천로 57 (방화동) SK개화주유소,SK에너지,02-2661-5555,Y,1527.0,1327.0,강서구
367,서울특별시,대성석유(주) 마곡대성주유소,서울특별시 강서구 강서로 457(마곡동),GS칼텍스,02-3664-7781,Y,1546.0,1348.0,강서구
368,서울특별시,우장산주유소,서울특별시 강서구  강서로 292 (내발산동),SK에너지,02-3664-7163,N,1546.0,1336.0,강서구
369,서울특별시,(주)발산주유소,서울 강서구 강서로 291 (내발산동),현대오일뱅크,02-2665-7277,N,1546.0,1336.0,강서구
370,서울특별시,현대오일뱅크 등촌주유소,서울특별시 강서구 등촌로 189 (등촌동),현대오일뱅크,02-2647-5700,N,1547.0,1337.0,강서구
371,서울특별시,스카이주유소,서울 강서구 개화동로 457 (방화동),S-OIL,02-2663-5146,N,1547.0,1347.0,강서구
372,서울특별시,대성석유(주)방화대성주유소,서울특별시 강서구 양천로 176(마곡동),GS칼텍스,02-3663-7781,Y,1548.0,1348.0,강서구
373,서울특별시,대성석유(주)직영관문주유소,서울특별시 강서구  공항대로 314 (내발산동),GS칼텍스,02-3665-2051,N,1556.0,1365.0,강서구
374,서울특별시,대성주유소,서울 강서구 강서로 472 (등촌동),GS칼텍스,02-3661-6102,N,1556.0,1368.0,강서구
375,서울특별시,㈜한진 김포공항주유소,서울특별시 강서구 하늘길 259(외발산동),S-OIL,02-2662-0422,Y,1557.0,1358.0,강서구
376,서울특별시,현대오일뱅크(주)가양주유소,서울특별시 강서구  양천로 391 (가양동),현대오일뱅크,02-3661-9470,N,1558.0,1358.0,강서구
377,서울특별시,현대오일뱅크양화교주유소,서울 강서구 공항대로 653 (염창동),현대오일뱅크,02-3665-2004,N,1568.0,1368.0,강서구
378,서울특별시,KH에너지(주)직영 수명산주유소,서울특별시 강서구  남부순환로 195 (내발산동),SK에너지,02-2661-3355,N,1568.0,1358.0,강서구
379,서울특별시,세원1주유소,서울 강서구 양천로 311 (가양동),SK에너지,02-3663-5151,Y,1568.0,1368.0,강서구
380,서울특별시,해바라기,서울 강서구 화곡로 273 (화곡동),SK에너지,02-2695-4544,Y,1571.0,1382.0,강서구
381,서울특별시,강서열린점,서울 강서구 등촌로 213 (등촌동),GS칼텍스,02-2647-9091,N,1578.0,1368.0,강서구
382,서울특별시,박물관주유소,서울 강서구 양천로53길 97 (가양동),GS칼텍스,02-3665-5189,N,1578.0,1410.0,강서구
383,서울특별시,SK에너지(주) 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,02-3664-6051,N,1588.0,1378.0,강서구
384,서울특별시,신화곡주유소,서울특별시 강서구  국회대로 71 (화곡동),S-OIL,02-2611-3161,N,1598.0,1397.0,강서구
385,서울특별시,화곡현대주유소,서울 강서구 강서로 151 (화곡동),SK에너지,02-2607-1942,N,1598.0,1398.0,강서구
386,서울특별시,진일주유소,서울 강서구 공항대로 533 (염창동),SK에너지,02-3664-0547,Y,1598.0,1398.0,강서구
387,서울특별시,하이웨이주유소,서울 강서구 공항대로 432 (화곡동),S-OIL,02-2605-4000,N,1628.0,1428.0,강서구
388,서울특별시,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,070-8844-8282,Y,1632.0,1432.0,강서구
389,서울특별시,코리나(주)청룡주유소,서울 강서구 양천로 576 (등촌동),SK에너지,02-36611575,N,1638.0,1428.0,강서구
390,서울특별시,동양석유주식회사,서울 강서구 양천로 715 (염창동),GS칼텍스,02-3663-8550,N,1779.0,1569.0,강서구
391,서울특별시,염창동주유소,서울 강서구 양천로 720 (염창동),SK에너지,02-3664-4134,N,1857.0,1637.0,강서구
392,서울특별시,SK네트웍스에어포트주유소,서울특별시 강서구 개화동로 519 (방화동),SK에너지,02-2664-1900,N,1898.0,1590.0,강서구
393,서울특별시,(주)보성 세곡주유소,서울특별시 강남구  헌릉로 731 (세곡동),SK에너지,02-445-6870,Y,1568.0,1365.0,강남구
394,서울특별시,SK서광주유소,서울 강남구 역삼로 142 (역삼동),SK에너지,02-562-4855,Y,1585.0,1385.0,강남구
395,서울특별시,(주)정원이디에쓰 산성주유소,서울 강남구 헌릉로 730 (세곡동),GS칼텍스,02-2226-4963,Y,1588.0,1385.0,강남구
396,서울특별시, 현대오일뱅크㈜ 직영 도곡셀프주유소,서울특별시 강남구  남부순환로 2718 (도곡동),현대오일뱅크,02-529-5101,Y,1588.0,1386.0,강남구
